,loss,res_loss,bound_loss
152,"tf.Tensor(0.0003208934, shape=(), dtype=float32)","tf.Tensor(1.7910202e-07, shape=(), dtype=float32)","tf.Tensor(2.6808644e-05, shape=(), dtype=float32)"
153,"tf.Tensor(0.00031984772, shape=(), dtype=float32)","tf.Tensor(1.5048397e-07, shape=(), dtype=float32)","tf.Tensor(2.5972799e-05, shape=(), dtype=float32)"
154,"tf.Tensor(0.00031964635, shape=(), dtype=float32)","tf.Tensor(1.5100605e-07, shape=(), dtype=float32)","tf.Tensor(2.587537e-05, shape=(), dtype=float32)"
155,"tf.Tensor(0.00031920517, shape=(), dtype=float32)","tf.Tensor(1.5482952e-07, shape=(), dtype=float32)","tf.Tensor(2.5736506e-05, shape=(), dtype=float32)"
156,"tf.Tensor(0.00032554098, shape=(), dtype=float32)","tf.Tensor(2.1551743e-07, shape=(), dtype=float32)","tf.Tensor(3.104122e-05, shape=(), dtype=float32)"
157,"tf.Tensor(0.0003191874, shape=(), dtype=float32)","tf.Tensor(1.5637596e-07, shape=(), dtype=float32)","tf.Tensor(2.5769375e-05, shape=(), dtype=float32)"
158,"tf.Tensor(0.00031892475, shape=(), dtype=float32)","tf.Tensor(1.4948245e-07, shape=(), dtype=float32)","tf.Tensor(2.5738049e-05, shape=(), dtype=float32)"
159,"tf.Tensor(0.00031887204, shape=(), dtype=float32)","tf.Tensor(1.5100677e-07, shape=(), dtype=float32)","tf.Tensor(2.5657528e-05, shape=(), dtype=float32)"
160,"tf.Tensor(0.0003185753, shape=(), dtype=float32)","tf.Tensor(1.4659166e-07, shape=(), dtype=float32)","tf.Tensor(2.5522913e-05, shape=(), dtype=float32)"
161,"tf.Tensor(0.0003180502, shape=(), dtype=float32)","tf.Tensor(1.4402251e-07, shape=(), dtype=float32)","tf.Tensor(2.5393592e-05, shape=(), dtype=float32)"
162,"tf.Tensor(0.00031805062, shape=(), dtype=float32)","tf.Tensor(1.4389535e-07, shape=(), dtype=float32)","tf.Tensor(2.538989e-05, shape=(), dtype=float32)"
163,"tf.Tensor(0.00031756883, shape=(), dtype=float32)","tf.Tensor(1.4703537e-07, shape=(), dtype=float32)","tf.Tensor(2.5182402e-05, shape=(), dtype=float32)"
164,"tf.Tensor(0.0003176668, shape=(), dtype=float32)","tf.Tensor(2.0564805e-07, shape=(), dtype=float32)","tf.Tensor(2.5551773e-05, shape=(), dtype=float32)"
165,"tf.Tensor(0.00031721022, shape=(), dtype=float32)","tf.Tensor(1.6539872e-07, shape=(), dtype=float32)","tf.Tensor(2.5116531e-05, shape=(), dtype=float32)"
166,"tf.Tensor(0.00031670122, shape=(), dtype=float32)","tf.Tensor(1.6448531e-07, shape=(), dtype=float32)","tf.Tensor(2.4917103e-05, shape=(), dtype=float32)"
167,"tf.Tensor(0.00031881063, shape=(), dtype=float32)","tf.Tensor(1.6196302e-07, shape=(), dtype=float32)","tf.Tensor(2.63625e-05, shape=(), dtype=float32)"
168,"tf.Tensor(0.00031659365, shape=(), dtype=float32)","tf.Tensor(1.6388248e-07, shape=(), dtype=float32)","tf.Tensor(2.4912375e-05, shape=(), dtype=float32)"
169,"tf.Tensor(0.00031613174, shape=(), dtype=float32)","tf.Tensor(1.5601941e-07, shape=(), dtype=float32)","tf.Tensor(2.4685947e-05, shape=(), dtype=float32)"
170,"tf.Tensor(0.00031873048, shape=(), dtype=float32)","tf.Tensor(1.529328e-07, shape=(), dtype=float32)","tf.Tensor(2.5774578e-05, shape=(), dtype=float32)"
171,"tf.Tensor(0.00031606716, shape=(), dtype=float32)","tf.Tensor(1.5297671e-07, shape=(), dtype=float32)","tf.Tensor(2.4647015e-05, shape=(), dtype=float32)"
172,"tf.Tensor(0.00031580424, shape=(), dtype=float32)","tf.Tensor(1.4576712e-07, shape=(), dtype=float32)","tf.Tensor(2.4496545e-05, shape=(), dtype=float32)"
173,"tf.Tensor(0.0003191109, shape=(), dtype=float32)","tf.Tensor(1.6376556e-07, shape=(), dtype=float32)","tf.Tensor(2.6335698e-05, shape=(), dtype=float32)"
174,"tf.Tensor(0.00031580369, shape=(), dtype=float32)","tf.Tensor(1.4531594e-07, shape=(), dtype=float32)","tf.Tensor(2.4496945e-05, shape=(), dtype=float32)"
175,"tf.Tensor(0.0003155509, shape=(), dtype=float32)","tf.Tensor(1.4228984e-07, shape=(), dtype=float32)","tf.Tensor(2.4361294e-05, shape=(), dtype=float32)"
176,"tf.Tensor(0.00031622342, shape=(), dtype=float32)","tf.Tensor(1.4251152e-07, shape=(), dtype=float32)","tf.Tensor(2.487888e-05, shape=(), dtype=float32)"
177,"tf.Tensor(0.0003154666, shape=(), dtype=float32)","tf.Tensor(1.4049147e-07, shape=(), dtype=float32)","tf.Tensor(2.433433e-05, shape=(), dtype=float32)"
178,"tf.Tensor(0.00031528805, shape=(), dtype=float32)","tf.Tensor(1.4027283e-07, shape=(), dtype=float32)","tf.Tensor(2.4240384e-05, shape=(), dtype=float32)"
179,"tf.Tensor(0.00031524926, shape=(), dtype=float32)","tf.Tensor(1.3972404e-07, shape=(), dtype=float32)","tf.Tensor(2.423804e-05, shape=(), dtype=float32)"
180,"tf.Tensor(0.00031513808, shape=(), dtype=float32)","tf.Tensor(1.3991287e-07, shape=(), dtype=float32)","tf.Tensor(2.4165744e-05, shape=(), dtype=float32)"
181,"tf.Tensor(0.00031489716, shape=(), dtype=float32)","tf.Tensor(1.3907e-07, shape=(), dtype=float32)","tf.Tensor(2.4050922e-05, shape=(), dtype=float32)"
182,"tf.Tensor(0.00031475505, shape=(), dtype=float32)","tf.Tensor(1.362534e-07, shape=(), dtype=float32)","tf.Tensor(2.3990602e-05, shape=(), dtype=float32)"
183,"tf.Tensor(0.0003146631, shape=(), dtype=float32)","tf.Tensor(1.3722963e-07, shape=(), dtype=float32)","tf.Tensor(2.3941402e-05, shape=(), dtype=float32)"
184,"tf.Tensor(0.00031446104, shape=(), dtype=float32)","tf.Tensor(1.355772e-07, shape=(), dtype=float32)","tf.Tensor(2.3804685e-05, shape=(), dtype=float32)"
185,"tf.Tensor(0.00031443764, shape=(), dtype=float32)","tf.Tensor(1.3590724e-07, shape=(), dtype=float32)","tf.Tensor(2.379747e-05, shape=(), dtype=float32)"
186,"tf.Tensor(0.00031429142, shape=(), dtype=float32)","tf.Tensor(1.3561296e-07, shape=(), dtype=float32)","tf.Tensor(2.3739636e-05, shape=(), dtype=float32)"
187,"tf.Tensor(0.00031398266, shape=(), dtype=float32)","tf.Tensor(1.3465427e-07, shape=(), dtype=float32)","tf.Tensor(2.3691835e-05, shape=(), dtype=float32)"
188,"tf.Tensor(0.00031915892, shape=(), dtype=float32)","tf.Tensor(1.3554481e-07, shape=(), dtype=float32)","tf.Tensor(2.7843758e-05, shape=(), dtype=float32)"
189,"tf.Tensor(0.00031397594, shape=(), dtype=float32)","tf.Tensor(1.3452299e-07, shape=(), dtype=float32)","tf.Tensor(2.371519e-05, shape=(), dtype=float32)"
190,"tf.Tensor(0.00031356676, shape=(), dtype=float32)","tf.Tensor(1.3326925e-07, shape=(), dtype=float32)","tf.Tensor(2.3524348e-05, shape=(), dtype=float32)"
191,"tf.Tensor(0.00031481675, shape=(), dtype=float32)","tf.Tensor(1.3055342e-07, shape=(), dtype=float32)","tf.Tensor(2.4666822e-05, shape=(), dtype=float32)"
192,"tf.Tensor(0.00031345143, shape=(), dtype=float32)","tf.Tensor(1.323264e-07, shape=(), dtype=float32)","tf.Tensor(2.3521654e-05, shape=(), dtype=float32)"
193,"tf.Tensor(0.00031308472, shape=(), dtype=float32)","tf.Tensor(1.3098142e-07, shape=(), dtype=float32)","tf.Tensor(2.3368515e-05, shape=(), dtype=float32)"
194,"tf.Tensor(0.00031839067, shape=(), dtype=float32)","tf.Tensor(1.3015405e-07, shape=(), dtype=float32)","tf.Tensor(2.727777e-05, shape=(), dtype=float32)"
195,"tf.Tensor(0.00031308449, shape=(), dtype=float32)","tf.Tensor(1.3093613e-07, shape=(), dtype=float32)","tf.Tensor(2.337183e-05, shape=(), dtype=float32)"
196,"tf.Tensor(0.00031291056, shape=(), dtype=float32)","tf.Tensor(1.3017576e-07, shape=(), dtype=float32)","tf.Tensor(2.3294306e-05, shape=(), dtype=float32)"
197,"tf.Tensor(0.00031248914, shape=(), dtype=float32)","tf.Tensor(1.2773884e-07, shape=(), dtype=float32)","tf.Tensor(2.310954e-05, shape=(), dtype=float32)"
198,"tf.Tensor(0.00031667037, shape=(), dtype=float32)","tf.Tensor(1.300926e-07, shape=(), dtype=float32)","tf.Tensor(2.5110465e-05, shape=(), dtype=float32)"
199,"tf.Tensor(0.00031243011, shape=(), dtype=float32)","tf.Tensor(1.2686401e-07, shape=(), dtype=float32)","tf.Tensor(2.3088713e-05, shape=(), dtype=float32)"
200,"tf.Tensor(0.00031193116, shape=(), dtype=float32)","tf.Tensor(1.2742778e-07, shape=(), dtype=float32)","tf.Tensor(2.2886039e-05, shape=(), dtype=float32)"
201,"tf.Tensor(0.00031375687, shape=(), dtype=float32)","tf.Tensor(1.4551446e-07, shape=(), dtype=float32)","tf.Tensor(2.4462312e-05, shape=(), dtype=float32)"
202,"tf.Tensor(0.0003118092, shape=(), dtype=float32)","tf.Tensor(1.2902136e-07, shape=(), dtype=float32)","tf.Tensor(2.289538e-05, shape=(), dtype=float32)"
203,"tf.Tensor(0.00031138136, shape=(), dtype=float32)","tf.Tensor(1.3113038e-07, shape=(), dtype=float32)","tf.Tensor(2.2749384e-05, shape=(), dtype=float32)"
204,"tf.Tensor(0.0003133343, shape=(), dtype=float32)","tf.Tensor(1.4550886e-07, shape=(), dtype=float32)","tf.Tensor(2.419377e-05, shape=(), dtype=float32)"
205,"tf.Tensor(0.00031129853, shape=(), dtype=float32)","tf.Tensor(1.3287013e-07, shape=(), dtype=float32)","tf.Tensor(2.2765793e-05, shape=(), dtype=float32)"
206,"tf.Tensor(0.00031127792, shape=(), dtype=float32)","tf.Tensor(1.2747556e-07, shape=(), dtype=float32)","tf.Tensor(2.282225e-05, shape=(), dtype=float32)"
207,"tf.Tensor(0.00031115432, shape=(), dtype=float32)","tf.Tensor(1.299438e-07, shape=(), dtype=float32)","tf.Tensor(2.2742192e-05, shape=(), dtype=float32)"
208,"tf.Tensor(0.00031102417, shape=(), dtype=float32)","tf.Tensor(1.2783414e-07, shape=(), dtype=float32)","tf.Tensor(2.2693504e-05, shape=(), dtype=float32)"
209,"tf.Tensor(0.00031148136, shape=(), dtype=float32)","tf.Tensor(1.2144349e-07, shape=(), dtype=float32)","tf.Tensor(2.3154713e-05, shape=(), dtype=float32)"
210,"tf.Tensor(0.000310992, shape=(), dtype=float32)","tf.Tensor(1.2625662e-07, shape=(), dtype=float32)","tf.Tensor(2.2704873e-05, shape=(), dtype=float32)"
211,"tf.Tensor(0.0003108821, shape=(), dtype=float32)","tf.Tensor(1.2516823e-07, shape=(), dtype=float32)","tf.Tensor(2.2645905e-05, shape=(), dtype=float32)"
212,"tf.Tensor(0.0003106223, shape=(), dtype=float32)","tf.Tensor(1.2163399e-07, shape=(), dtype=float32)","tf.Tensor(2.2514145e-05, shape=(), dtype=float32)"
213,"tf.Tensor(0.0003133513, shape=(), dtype=float32)","tf.Tensor(1.2414078e-07, shape=(), dtype=float32)","tf.Tensor(2.4315184e-05, shape=(), dtype=float32)"
214,"tf.Tensor(0.000310593, shape=(), dtype=float32)","tf.Tensor(1.2043948e-07, shape=(), dtype=float32)","tf.Tensor(2.250859e-05, shape=(), dtype=float32)"
215,"tf.Tensor(0.00031028662, shape=(), dtype=float32)","tf.Tensor(1.17876716e-07, shape=(), dtype=float32)","tf.Tensor(2.235062e-05, shape=(), dtype=float32)"
216,"tf.Tensor(0.00031170665, shape=(), dtype=float32)","tf.Tensor(1.2580459e-07, shape=(), dtype=float32)","tf.Tensor(2.3439126e-05, shape=(), dtype=float32)"
217,"tf.Tensor(0.00031023304, shape=(), dtype=float32)","tf.Tensor(1.1718128e-07, shape=(), dtype=float32)","tf.Tensor(2.2343362e-05, shape=(), dtype=float32)"
218,"tf.Tensor(0.0003100292, shape=(), dtype=float32)","tf.Tensor(1.17029806e-07, shape=(), dtype=float32)","tf.Tensor(2.2278336e-05, shape=(), dtype=float32)"
219,"tf.Tensor(0.00031063057, shape=(), dtype=float32)","tf.Tensor(1.1935508e-07, shape=(), dtype=float32)","tf.Tensor(2.2770206e-05, shape=(), dtype=float32)"
220,"tf.Tensor(0.00030997215, shape=(), dtype=float32)","tf.Tensor(1.17154975e-07, shape=(), dtype=float32)","tf.Tensor(2.2289303e-05, shape=(), dtype=float32)"
221,"tf.Tensor(0.00030966243, shape=(), dtype=float32)","tf.Tensor(1.1735355e-07, shape=(), dtype=float32)","tf.Tensor(2.2159184e-05, shape=(), dtype=float32)"
222,"tf.Tensor(0.00030993254, shape=(), dtype=float32)","tf.Tensor(1.2050818e-07, shape=(), dtype=float32)","tf.Tensor(2.2628416e-05, shape=(), dtype=float32)"
223,"tf.Tensor(0.00030948434, shape=(), dtype=float32)","tf.Tensor(1.18129215e-07, shape=(), dtype=float32)","tf.Tensor(2.2154583e-05, shape=(), dtype=float32)"
224,"tf.Tensor(0.000309299, shape=(), dtype=float32)","tf.Tensor(1.17410494e-07, shape=(), dtype=float32)","tf.Tensor(2.2088587e-05, shape=(), dtype=float32)"
225,"tf.Tensor(0.0003097829, shape=(), dtype=float32)","tf.Tensor(1.1693986e-07, shape=(), dtype=float32)","tf.Tensor(2.2542568e-05, shape=(), dtype=float32)"
226,"tf.Tensor(0.00030923917, shape=(), dtype=float32)","tf.Tensor(1.16924916e-07, shape=(), dtype=float32)","tf.Tensor(2.2097895e-05, shape=(), dtype=float32)"
227,"tf.Tensor(0.00030902735, shape=(), dtype=float32)","tf.Tensor(1.1639014e-07, shape=(), dtype=float32)","tf.Tensor(2.203171e-05, shape=(), dtype=float32)"
228,"tf.Tensor(0.0003101072, shape=(), dtype=float32)","tf.Tensor(1.2475314e-07, shape=(), dtype=float32)","tf.Tensor(2.301431e-05, shape=(), dtype=float32)"
229,"tf.Tensor(0.0003089886, shape=(), dtype=float32)","tf.Tensor(1.1657216e-07, shape=(), dtype=float32)","tf.Tensor(2.2049457e-05, shape=(), dtype=float32)"
230,"tf.Tensor(0.00030873806, shape=(), dtype=float32)","tf.Tensor(1.177918e-07, shape=(), dtype=float32)","tf.Tensor(2.1922962e-05, shape=(), dtype=float32)"
231,"tf.Tensor(0.00030861312, shape=(), dtype=float32)","tf.Tensor(1.359377e-07, shape=(), dtype=float32)","tf.Tensor(2.2021746e-05, shape=(), dtype=float32)"
232,"tf.Tensor(0.00030849443, shape=(), dtype=float32)","tf.Tensor(1.2594798e-07, shape=(), dtype=float32)","tf.Tensor(2.1866841e-05, shape=(), dtype=float32)"
233,"tf.Tensor(0.00030827345, shape=(), dtype=float32)","tf.Tensor(1.290226e-07, shape=(), dtype=float32)","tf.Tensor(2.1775655e-05, shape=(), dtype=float32)"
234,"tf.Tensor(0.00030809155, shape=(), dtype=float32)","tf.Tensor(1.4693849e-07, shape=(), dtype=float32)","tf.Tensor(2.181904e-05, shape=(), dtype=float32)"
235,"tf.Tensor(0.0003080297, shape=(), dtype=float32)","tf.Tensor(1.3987376e-07, shape=(), dtype=float32)","tf.Tensor(2.1732156e-05, shape=(), dtype=float32)"
236,"tf.Tensor(0.00030763078, shape=(), dtype=float32)","tf.Tensor(1.4254417e-07, shape=(), dtype=float32)","tf.Tensor(2.1576208e-05, shape=(), dtype=float32)"
237,"tf.Tensor(0.00030889406, shape=(), dtype=float32)","tf.Tensor(1.5707376e-07, shape=(), dtype=float32)","tf.Tensor(2.28012e-05, shape=(), dtype=float32)"
238,"tf.Tensor(0.0003075211, shape=(), dtype=float32)","tf.Tensor(1.4524575e-07, shape=(), dtype=float32)","tf.Tensor(2.1593227e-05, shape=(), dtype=float32)"
239,"tf.Tensor(0.00030717734, shape=(), dtype=float32)","tf.Tensor(1.4101519e-07, shape=(), dtype=float32)","tf.Tensor(2.148024e-05, shape=(), dtype=float32)"
240,"tf.Tensor(0.00031023967, shape=(), dtype=float32)","tf.Tensor(1.3761702e-07, shape=(), dtype=float32)","tf.Tensor(2.2636874e-05, shape=(), dtype=float32)"
241,"tf.Tensor(0.00030716404, shape=(), dtype=float32)","tf.Tensor(1.4010698e-07, shape=(), dtype=float32)","tf.Tensor(2.148108e-05, shape=(), dtype=float32)"
242,"tf.Tensor(0.0003070379, shape=(), dtype=float32)","tf.Tensor(1.3556087e-07, shape=(), dtype=float32)","tf.Tensor(2.1641097e-05, shape=(), dtype=float32)"
243,"tf.Tensor(0.00030698613, shape=(), dtype=float32)","tf.Tensor(1.3698984e-07, shape=(), dtype=float32)","tf.Tensor(2.151913e-05, shape=(), dtype=float32)"
244,"tf.Tensor(0.0003068784, shape=(), dtype=float32)","tf.Tensor(1.3580193e-07, shape=(), dtype=float32)","tf.Tensor(2.1464535e-05, shape=(), dtype=float32)"
245,"tf.Tensor(0.00030659148, shape=(), dtype=float32)","tf.Tensor(1.3219403e-07, shape=(), dtype=float32)","tf.Tensor(2.1339752e-05, shape=(), dtype=float32)"
246,"tf.Tensor(0.00030823005, shape=(), dtype=float32)","tf.Tensor(1.4174964e-07, shape=(), dtype=float32)","tf.Tensor(2.2632477e-05, shape=(), dtype=float32)"
247,"tf.Tensor(0.00030651144, shape=(), dtype=float32)","tf.Tensor(1.305148e-07, shape=(), dtype=float32)","tf.Tensor(2.1334801e-05, shape=(), dtype=float32)"
248,"tf.Tensor(0.00030625632, shape=(), dtype=float32)","tf.Tensor(1.2909696e-07, shape=(), dtype=float32)","tf.Tensor(2.1256481e-05, shape=(), dtype=float32)"
249,"tf.Tensor(0.00030768046, shape=(), dtype=float32)","tf.Tensor(1.3030719e-07, shape=(), dtype=float32)","tf.Tensor(2.2580525e-05, shape=(), dtype=float32)"
250,"tf.Tensor(0.00030622445, shape=(), dtype=float32)","tf.Tensor(1.286182e-07, shape=(), dtype=float32)","tf.Tensor(2.1281418e-05, shape=(), dtype=float32)"
251,"tf.Tensor(0.0003059882, shape=(), dtype=float32)","tf.Tensor(1.2472339e-07, shape=(), dtype=float32)","tf.Tensor(2.1186144e-05, shape=(), dtype=float32)"
252,"tf.Tensor(0.0003061736, shape=(), dtype=float32)","tf.Tensor(1.1418825e-07, shape=(), dtype=float32)","tf.Tensor(2.152914e-05, shape=(), dtype=float32)"
253,"tf.Tensor(0.00030584456, shape=(), dtype=float32)","tf.Tensor(1.1956567e-07, shape=(), dtype=float32)","tf.Tensor(2.1184684e-05, shape=(), dtype=float32)"
254,"tf.Tensor(0.0003055809, shape=(), dtype=float32)","tf.Tensor(1.1463852e-07, shape=(), dtype=float32)","tf.Tensor(2.1045227e-05, shape=(), dtype=float32)"
255,"tf.Tensor(0.0003084446, shape=(), dtype=float32)","tf.Tensor(1.1257346e-07, shape=(), dtype=float32)","tf.Tensor(2.2635099e-05, shape=(), dtype=float32)"
256,"tf.Tensor(0.000305575, shape=(), dtype=float32)","tf.Tensor(1.1393865e-07, shape=(), dtype=float32)","tf.Tensor(2.1044336e-05, shape=(), dtype=float32)"
257,"tf.Tensor(0.0003053512, shape=(), dtype=float32)","tf.Tensor(1.1213521e-07, shape=(), dtype=float32)","tf.Tensor(2.0950913e-05, shape=(), dtype=float32)"
258,"tf.Tensor(0.00030503632, shape=(), dtype=float32)","tf.Tensor(1.09571815e-07, shape=(), dtype=float32)","tf.Tensor(2.090171e-05, shape=(), dtype=float32)"
259,"tf.Tensor(0.00030502482, shape=(), dtype=float32)","tf.Tensor(1.09480965e-07, shape=(), dtype=float32)","tf.Tensor(2.0874342e-05, shape=(), dtype=float32)"
260,"tf.Tensor(0.00030482493, shape=(), dtype=float32)","tf.Tensor(1.091171e-07, shape=(), dtype=float32)","tf.Tensor(2.0830248e-05, shape=(), dtype=float32)"
261,"tf.Tensor(0.00030482156, shape=(), dtype=float32)","tf.Tensor(1.09132706e-07, shape=(), dtype=float32)","tf.Tensor(2.0823483e-05, shape=(), dtype=float32)"
262,"tf.Tensor(0.00030461437, shape=(), dtype=float32)","tf.Tensor(1.08943595e-07, shape=(), dtype=float32)","tf.Tensor(2.0737793e-05, shape=(), dtype=float32)"
263,"tf.Tensor(0.0003046298, shape=(), dtype=float32)","tf.Tensor(1.0928898e-07, shape=(), dtype=float32)","tf.Tensor(2.0951224e-05, shape=(), dtype=float32)"
264,"tf.Tensor(0.00030444906, shape=(), dtype=float32)","tf.Tensor(1.0889545e-07, shape=(), dtype=float32)","tf.Tensor(2.0727235e-05, shape=(), dtype=float32)"
265,"tf.Tensor(0.00030422147, shape=(), dtype=float32)","tf.Tensor(1.0937812e-07, shape=(), dtype=float32)","tf.Tensor(2.061778e-05, shape=(), dtype=float32)"
266,"tf.Tensor(0.00030445677, shape=(), dtype=float32)","tf.Tensor(1.1600392e-07, shape=(), dtype=float32)","tf.Tensor(2.1028643e-05, shape=(), dtype=float32)"
267,"tf.Tensor(0.00030409137, shape=(), dtype=float32)","tf.Tensor(1.109704e-07, shape=(), dtype=float32)","tf.Tensor(2.0610098e-05, shape=(), dtype=float32)"
268,"tf.Tensor(0.00030381497, shape=(), dtype=float32)","tf.Tensor(1.1317342e-07, shape=(), dtype=float32)","tf.Tensor(2.049316e-05, shape=(), dtype=float32)"
269,"tf.Tensor(0.00030381093, shape=(), dtype=float32)","tf.Tensor(1.3116117e-07, shape=(), dtype=float32)","tf.Tensor(2.0715632e-05, shape=(), dtype=float32)"
270,"tf.Tensor(0.00030358913, shape=(), dtype=float32)","tf.Tensor(1.2035039e-07, shape=(), dtype=float32)","tf.Tensor(2.0459958e-05, shape=(), dtype=float32)"
271,"tf.Tensor(0.0003032126, shape=(), dtype=float32)","tf.Tensor(1.2529449e-07, shape=(), dtype=float32)","tf.Tensor(2.0317482e-05, shape=(), dtype=float32)"
272,"tf.Tensor(0.00030319215, shape=(), dtype=float32)","tf.Tensor(1.5746998e-07, shape=(), dtype=float32)","tf.Tensor(2.0661064e-05, shape=(), dtype=float32)"
273,"tf.Tensor(0.0003029001, shape=(), dtype=float32)","tf.Tensor(1.3917794e-07, shape=(), dtype=float32)","tf.Tensor(2.0305684e-05, shape=(), dtype=float32)"
274,"tf.Tensor(0.0003038862, shape=(), dtype=float32)","tf.Tensor(1.4025441e-07, shape=(), dtype=float32)","tf.Tensor(2.0901065e-05, shape=(), dtype=float32)"
275,"tf.Tensor(0.00030281744, shape=(), dtype=float32)","tf.Tensor(1.393891e-07, shape=(), dtype=float32)","tf.Tensor(2.0311287e-05, shape=(), dtype=float32)"
276,"tf.Tensor(0.00030271555, shape=(), dtype=float32)","tf.Tensor(1.3868478e-07, shape=(), dtype=float32)","tf.Tensor(2.0276064e-05, shape=(), dtype=float32)"
277,"tf.Tensor(0.00030251063, shape=(), dtype=float32)","tf.Tensor(1.364948e-07, shape=(), dtype=float32)","tf.Tensor(2.0263444e-05, shape=(), dtype=float32)"
278,"tf.Tensor(0.00030650987, shape=(), dtype=float32)","tf.Tensor(1.4058747e-07, shape=(), dtype=float32)","tf.Tensor(2.3599587e-05, shape=(), dtype=float32)"
279,"tf.Tensor(0.00030250818, shape=(), dtype=float32)","tf.Tensor(1.3631525e-07, shape=(), dtype=float32)","tf.Tensor(2.0276979e-05, shape=(), dtype=float32)"
280,"tf.Tensor(0.0003023083, shape=(), dtype=float32)","tf.Tensor(1.3215877e-07, shape=(), dtype=float32)","tf.Tensor(2.0228012e-05, shape=(), dtype=float32)"
281,"tf.Tensor(0.00030210725, shape=(), dtype=float32)","tf.Tensor(1.210391e-07, shape=(), dtype=float32)","tf.Tensor(2.0404048e-05, shape=(), dtype=float32)"
282,"tf.Tensor(0.00030207014, shape=(), dtype=float32)","tf.Tensor(1.2336379e-07, shape=(), dtype=float32)","tf.Tensor(2.0293415e-05, shape=(), dtype=float32)"
283,"tf.Tensor(0.00030178155, shape=(), dtype=float32)","tf.Tensor(1.1531191e-07, shape=(), dtype=float32)","tf.Tensor(2.019167e-05, shape=(), dtype=float32)"
